subregion,region,FIPS,geometry
Johnston,North Carolina,37101,"list(list(c(-78.5384745036292, -78.5391990867288, -78.6005565162913, -78.6229107363677, -78.6884787464514, -78.7087047011758, -78.7029517071845, -78.4773624179975, -78.2542660946003, -78.2337662519194, -78.211266255276, -78.2053379564152, -78.1866451422379, -78.1615204939365, -78.1621614135124, -78.1246156588718, -78.0650428266638, -78.1456889204652, -78.1566068289921, -78.1771764517141, -78.2087557279169, -78.2369473307649, -78.2678858428039, -78.3098493423193, -78.4164064697407, -78.4933525118295, 
-78.5384745036292, 35.3152803560977, 35.3366270394112, 35.4031922254499, 35.4465760881185, 35.5076864642169, 35.5142627798069, 35.5200990746936, 35.6957674530838, 35.8156802317158, 35.7459488863949, 35.7383502180867, 35.7255521337525, 35.7252699053457, 35.7094507130398, 35.6831410991404, 35.5976779549282, 35.5821982344927, 35.429154700481, 35.3507944081156, 35.339762530702, 35.3393391880917, 35.3147959365249, 35.3175234710052, 35.2804490813194, 35.2492416545117, 35.2597853306578, 35.3152803560977
)))"
Custer,Oklahoma,40039,"list(list(c(-99.3608685087367, -99.3588098162096, -99.3746260038812, -99.3753048440139, -98.6316070899767, -98.6306070129955, -98.6198720245318, -98.6191903351769, -99.3583495891233, -99.3608685087367, 35.5064005843501, 35.549506362935, 35.5514022871703, 35.81459545513, 35.8147052278896, 35.5551204184926, 35.5545405240752, 35.4673914692036, 35.4700811867351, 35.5064005843501)))"
Kern,California,6029,"list(list(c(-117.665535066753, -118.891143731126, -118.941560872817, -118.941385308927, -119.241698505931, -119.242911549319, -119.274323135846, -119.276337328703, -119.37616469697, -119.3792622159, -119.440353424503, -119.471238578382, -119.47585297139, -119.488251232148, -119.491516544362, -119.562381258457, -119.560136952057, -119.667570552021, -119.6665545712, -119.807412655448, -119.811190879456, -119.872128592691, -119.881530300592, -119.987804008113, -119.99096343287, -120.004597789813, -120.005696916118, 
-120.02100987935, -120.023261075688, -120.03682668867, -120.0400922081, -120.056549418956, -120.058197253646, -120.072960679628, -120.077567509247, -120.180652160101, -120.189071974238, -119.529770201201, -118.007515444167, -117.929823113086, -117.93104392708, -117.642163829774, -117.640385034472, -117.668690865227, -117.666729667902, -117.622561854705, -117.622416647982, -117.63825573304, -117.629692110889, -117.643181261109, -117.638098870408, -117.665535066753, 34.8238504017116, 34.8150263606546, 
34.815564241996, 34.8087515445741, 34.8142939551451, 34.8560593560137, 34.8572724512051, 34.8685901833084, 34.8706999546184, 34.8983438851615, 34.8975429947118, 34.89916425393, 35.0775673675619, 35.0786698093251, 35.0926770517437, 35.0938796825192, 35.1783994751733, 35.1769246141706, 35.2609596764277, 35.2613233925886, 35.3488769852041, 35.3496825898213, 35.4343639592744, 35.4371768150076, 35.4602554627715, 35.4621821068021, 35.4757737254123, 35.4772006676785, 35.491219566006, 35.4913266449555, 35.5166711496002, 
35.5180637975924, 35.5311861234093, 35.5326206808693, 35.6187702804081, 35.6201338663341, 35.7944349289074, 35.7930500515212, 35.7975494395623, 35.7981832619847, 35.8049808326272, 35.8056960391956, 35.7068864130878, 35.7049179631974, 35.6745269680512, 35.6743135354087, 35.6561598458698, 35.6547178286281, 35.0982997585758, 35.0986811917182, 34.8244569234053, 34.8238504017116)))"
San Bernardino,California,6071,"list(list(c(-117.783216127366, -117.794638348217, -117.760663808643, -117.725735349487, -117.688358320603, -117.639796695997, -117.656026538923, -117.66440402916, -117.665535066753, -117.638098870408, -117.643181261109, -117.629692110889, -117.63825573304, -117.622416647982, -117.622561854705, -117.666729667902, -117.668690865227, -117.640385034472, -117.642163829774, -116.607312868986, -115.626197357634, -114.621068601842, -114.632276509382, -114.621007369467, -114.630475645559, -114.627263432486, 
-114.570216824261, -114.54204071082, -114.525553194602, -114.497804360879, -114.465637678673, -114.422270341493, -114.434302244084, -114.40974236342, -114.376827838101, -114.383862049596, -114.376506963881, -114.332636402262, -114.302865346055, -114.283394279794, -114.257842507187, -114.182079824771, -114.153414992023, -114.134127053041, -114.125230486328, -114.149912365505, -114.23577579953, -114.285368531737, -114.322799436822, -114.410166379483, -114.42402919224, -115.312095013217, -115.312346729044, 
-115.973244480929, -116.924923072129, -116.924403114985, -117.223605374364, -117.223078993519, -117.371606095961, -117.372781166987, -117.554580398032, -117.554839470033, -117.605660009779, -117.608077859712, -117.653451152907, -117.655487880521, -117.680932625982, -117.677407361098, -117.783216127366, 33.9507620092037, 33.9847807376235, 34.0227360031957, 34.0211416302741, 34.1190925008202, 34.2866059391267, 34.5627482519996, 34.5631526343314, 34.8238504017116, 34.8244569234053, 35.0986811917182, 
35.0982997585758, 35.6547178286281, 35.6561598458698, 35.6743135354087, 35.6745269680512, 35.7049179631974, 35.7068864130878, 35.8056960391956, 35.796638776353, 35.7956983258212, 34.9989144341778, 34.9976517107165, 34.9436098403868, 34.9195012765149, 34.875533789538, 34.831860445897, 34.7599586149319, 34.7489115589347, 34.7447576520327, 34.7098730190938, 34.6108950816619, 34.5989629018469, 34.5837235521544, 34.5365634858352, 34.4770856104315, 34.4596793495735, 34.4548730744029, 34.4357541201972, 
34.4120690025436, 34.4054888016506, 34.3652063432148, 34.3364477451552, 34.3145478983086, 34.272620972445, 34.2669789945103, 34.186222765321, 34.171230935329, 34.1412972662429, 34.1026543538511, 34.0783320465125, 34.0779254884111, 34.0406528446664, 34.0333901255539, 34.0347498779809, 34.0056559523741, 34.0072903180142, 34.0181999378948, 34.0205447959357, 34.0346319719872, 34.033448094274, 33.9920826205898, 33.9731924848262, 33.9286301320645, 33.9265624774386, 33.9056392921474, 33.9041286863575, 33.880962541571, 
33.9507620092037)))"
San Luis Obispo,California,6079,"list(list(c(-120.644339549053, -120.616765243139, -120.638410214111, -120.861341956075, -120.883597593065, -120.849996146183, -120.875212384026, -120.991948020919, -121.146559300576, -121.270261544693, -121.329080679931, -120.199234683479, -120.189071974238, -120.180652160101, -120.077567509247, -120.072960679628, -120.058197253646, -120.056549418956, -120.0400922081, -120.03682668867, -120.023261075688, -120.02100987935, -120.005696916118, -120.004597789813, -119.99096343287, -119.987804008113, 
-119.881530300592, -119.872128592691, -119.811190879456, -119.807412655448, -119.6665545712, -119.667570552021, -119.560136952057, -119.562381258457, -119.491516544362, -119.488251232148, -119.47585297139, -119.471238578382, -119.484705038433, -119.486040287549, -119.520236755628, -119.617927466288, -119.665132550318, -119.791243734072, -119.868950363068, -119.901994294877, -119.928590540527, -119.989573789513, -120.056883399598, -120.08317534832, -120.14503905876, -120.169577078119, -120.178550211201, 
-120.203820428853, -120.237315470238, -120.258846731344, -120.282491441847, -120.326202343417, -120.324325483068, -120.311087841459, -120.287565284881, -120.285940088556, -120.297819583663, -120.366556084211, -120.44493668376, -120.476302579124, -120.563952838077, -120.606534256175, -120.630689909919, -120.644339549053, 34.9726368869788, 35.0748165730679, 35.1400283267724, 35.2092537538441, 35.2594053998325, 35.3645371909129, 35.4277651607313, 35.4565810540585, 35.6293227632408, 35.6635357568084, 
35.8010340382748, 35.7932526053154, 35.7944349289074, 35.6201338663341, 35.6187702804081, 35.5326206808693, 35.5311861234093, 35.5180637975924, 35.5166711496002, 35.4913266449555, 35.491219566006, 35.4772006676785, 35.4757737254123, 35.4621821068021, 35.4602554627715, 35.4371768150076, 35.4343639592744, 35.3496825898213, 35.3488769852041, 35.2613233925886, 35.2609596764277, 35.1769246141706, 35.1783994751733, 35.0938796825192, 35.0926770517437, 35.0786698093251, 35.0775673675619, 34.89916425393, 
34.8993359325167, 34.8888612593511, 34.8885870087664, 34.9423203342372, 34.9607912717137, 34.9873882944238, 35.0391179950615, 35.036489976141, 35.0562686547889, 35.0638180574557, 35.0888877416712, 35.1136369142947, 35.0861073152667, 35.0677324224794, 35.0402367550971, 35.0263782938798, 35.0213696721311, 35.0257717721861, 35.0137557216312, 35.0116195302611, 34.9939539901858, 34.9866032042062, 34.9486476278097, 34.9105242581294, 34.8997440965434, 34.9582185277032, 34.9913867374035, 34.9895519419348, 
34.9664768168456, 34.9647217995977, 34.9530717963854, 34.9726368869788)))"
Madison,Tennessee,47113,"list(list(c(-88.6053458562956, -88.6061696959347, -88.6765214982359, -88.7973740539472, -88.8487290559676, -89.076770282145, -89.0662951945472, -89.022203895916, -88.9035950767607, -88.917641327621, -88.7066990089356, -88.6069420941627, -88.6051403496711, -88.5978007015601, -88.5970070118719, -88.6060861878231, -88.6053458562956, 35.5897901164718, 35.5680126825704, 35.4931860473429, 35.4349644716995, 35.4357162519198, 35.4344858541792, 35.6885770524104, 35.6752482356922, 35.782700536915, 35.799557726759, 
35.7965224244805, 35.7917269763541, 35.6555877738623, 35.6537186323155, 35.6251207303862, 35.6233774726552, 35.5897901164718)))"
Van Buren,Arkansas,5141,"list(list(c(-92.4771778468614, -92.4754994995918, -92.8418725342301, -92.8372187701516, -92.8015426750982, -92.7998801798647, -92.6246822339566, -92.6225461979987, -92.4136717411554, -92.4164333108895, -92.2331328505856, -92.2490615048268, -92.4771778468614, 35.3741143072912, 35.4613399803371, 35.4683531593917, 35.5556747217145, 35.554858186445, 35.7256298398117, 35.7249237507542, 35.7971657270422, 35.7952083632162, 35.7193310902649, 35.712803470472, 35.3692059263588, 35.3741143072912)))"
Haywood,North Carolina,37087,"list(list(c(-82.7437394641227, -82.8330884293329, -82.918967819002, -82.9534770798711, -82.9852168967921, -83.0384574104358, -83.0459041374964, -83.0875780524314, -83.1280996901172, -83.1422377377354, -83.181264155431, -83.1568879718914, -83.1802431496178, -83.1779702991917, -83.1950000482911, -83.1841663731323, -83.2151279897729, -83.2589988104122, -83.2531774350888, -83.2437245447971, -83.1852205335307, -83.1435329941334, -83.118057632485, -83.0598287524721, -82.9868738489934, -82.9626197675747, 
-82.9429118014406, -82.9520513290978, -82.9074025153942, -82.8809719908668, -82.8653836891647, -82.8447220624687, -82.822962656373, -82.8131966624669, -82.7718887430705, -82.7704838693251, -82.794576581161, -82.7807359923372, -82.7437394641227, 35.4181435446831, 35.3156790917892, 35.2908722094657, 35.3086319292847, 35.3564254035941, 35.3900323935084, 35.4070956598213, 35.4464290164506, 35.4567169360539, 35.4844956089036, 35.5125101973488, 35.551763154109, 35.5829208490388, 35.623390423665, 35.6379163281264, 
35.6631770138354, 35.685496058969, 35.691106747264, 35.7008036863855, 35.7183129854779, 35.7289833743044, 35.7627818837525, 35.7639075855294, 35.7826768106649, 35.7740910681893, 35.7919519612974, 35.7665654435766, 35.7390995635171, 35.7279501427379, 35.6736644307946, 35.6359073156731, 35.6132525285599, 35.6214925826804, 35.6176399680717, 35.5713995788646, 35.5328412106652, 35.4650773827621, 35.4417970100686, 35.4181435446831)))"
Bledsoe,Tennessee,47007,"list(list(c(-85.1332278765398, -85.1475638673926, -85.1709947308207, -85.2260644969009, -85.3320872656555, -85.400045980355, -85.4064172037529, -85.4251253519259, -85.4272622167485, -85.2610817481807, -85.2655452878264, -85.2485161603755, -85.09634785561, -85.0785398544262, -85.0582676386946, -85.0202863156905, -84.8998128101357, -84.9747824245121, -84.9704716549786, -84.9918578129702, -85.0282668833775, -85.0523768459584, -85.1068604493324, -85.1082260038119, -85.1396982010652, -85.1164427461147, 
-85.1332278765398, 35.4667051692892, 35.4531514712358, 35.4685509990182, 35.3633338348809, 35.4375444164714, 35.4976133759651, 35.526452529306, 35.5361837627016, 35.5703254221069, 35.7293725262487, 35.7408890822553, 35.7716163892255, 35.7728837232462, 35.7667688780395, 35.773734604594, 35.7536848872117, 35.7754223801987, 35.6888128643979, 35.6754767951142, 35.6781086993376, 35.6276973596996, 35.6222459688259, 35.5811231452624, 35.5475577021877, 35.501926010444, 35.4833488228826, 35.4667051692892)))"
Franklin,Arkansas,5047,"list(list(c(-93.7030055905174, -93.7279165471561, -93.775441521129, -93.804174424385, -93.8018329336067, -93.9126149912681, -93.9165449493077, -94.0255720933293, -94.0263733464072, -94.0381763269478, -94.0402897763447, -94.0582498741882, -94.0584710774366, -94.0782546256642, -94.0731792803128, -94.0477343276356, -94.0457809527206, -94.0352520407258, -94.0293923304133, -94.03641887491, -94.0236161800164, -94.0243714311073, -94.0777331143993, -94.0731928011671, -93.9820108536296, -93.9797063509354, 
-93.9587401682915, -93.9590756512509, -93.9068967577873, -93.9060649921301, -93.8901343693354, -93.8888143506066, -93.9041804129796, -93.9022424756684, -93.6874689374426, -93.7030055905174, 35.3845314261689, 35.3754642169508, 35.3873852588973, 35.4163232025414, 35.3146368463198, 35.318269500977, 35.2299687905048, 35.2344634643783, 35.2194338174374, 35.2189799104439, 35.207082076707, 35.205933943781, 35.2191058460637, 35.2201549296663, 35.4466550374746, 35.4653579534396, 35.4895120530622, 35.4930938879568, 
35.5087680807563, 35.5507517838471, 35.5639655437937, 35.5766568081985, 35.5791480644549, 35.6638248751525, 35.6650335670006, 35.7028249763962, 35.7031643964625, 35.7281310424436, 35.7282644378452, 35.7432864177882, 35.7425119992027, 35.758914971229, 35.759708453701, 35.7752227274307, 35.7707325605087, 35.3845314261689)))"
Johnson,Arkansas,5071,"list(list(c(-93.2907290483404, -93.3303193530054, -93.4082487393707, -93.4001154015715, -93.426132322648, -93.4431540421213, -93.4746339581764, -93.5084716314783, -93.5264242177362, -93.6054983179609, -93.668588022798, -93.7030055905174, -93.6874689374426, -93.5153752967935, -93.5165273150225, -93.157890333005, -93.1633756555246, -93.2143790635293, -93.2165992292474, -93.2889354888871, -93.2907290483404, 35.3244481687604, 35.3377043562152, 35.339238429235, 35.3567704184967, 35.4017871444883, 35.4143946417614, 
35.42242473411, 35.3999262397837, 35.40840246852, 35.3875101066323, 35.3952923166523, 35.3845314261689, 35.7707325605087, 35.7675972764341, 35.7357678385249, 35.7310222776885, 35.5978019737986, 35.5989351871612, 35.470338549203, 35.4703122327509, 35.3244481687604)))"
Dare,North Carolina,37055,"list(list(c(-75.7828060784248, -75.7727883168871, -75.5445786757775, -75.7023588085268, -75.7404920727786, -75.7828060784248, 36.2253555376606, 36.2294182694532, 35.7885380750986, 36.0500280298499, 36.0504887231726, 36.2253555376606)), list(c(-75.8911218493769, -75.9076564554673, -76.0208444999363, -75.9874915570314, -75.8176810758123, -75.7485844853867, -75.7289889858222, -75.7786728413345, -75.8911218493769, 35.6314373523265, 35.6658062760528, 35.6692594815175, 35.8928677842364, 35.9236843495666, 
35.8695078923424, 35.6653463597907, 35.5788596713674, 35.6314373523265)), list(c(-75.4908240070424, -75.5332327622767, -75.4565804490915, -75.525893580402, -75.7488987804939, -75.691171726211, -75.521080259882, -75.4750202005362, -75.4908240070424, 35.6706779279212, 35.7690344759001, 35.6175774405961, 35.22809441675, 35.1900017668652, 35.2351648392682, 35.2815347903779, 35.5646751037218, 35.6706779279212)))"
Crawford,Arkansas,5033,"list(list(c(-93.9041804129796, -93.8888143506066, -93.8901343693354, -93.9060649921301, -93.9068967577873, -93.9590756512509, -93.9587401682915, -93.9797063509354, -93.9820108536296, -94.0731928011671, -94.0777331143993, -94.0243714311073, -94.0236161800164, -94.03641887491, -94.0293923304133, -94.0352520407258, -94.0457809527206, -94.0477343276356, -94.0731792803128, -94.1095420897129, -94.1502080534526, -94.1537254441221, -94.139915937722, -94.1449821137585, -94.1823290962997, -94.1996942765545, 
-94.2323338260323, -94.2792102134315, -94.3201659171638, -94.3374393006606, -94.3426271125817, -94.3601522119062, -94.3850018325622, -94.4048235085628, -94.4183435339905, -94.4285519861974, -94.4684852336034, -94.4859348026383, -94.1241276724277, -94.1229527050093, -93.9617381716616, -93.9041804129796, 35.759708453701, 35.758914971229, 35.7425119992027, 35.7432864177882, 35.7282644378452, 35.7281310424436, 35.7031643964625, 35.7028249763962, 35.6650335670006, 35.6638248751525, 35.5791480644549, 35.5766568081985, 
35.5639655437937, 35.5507517838471, 35.5087680807563, 35.4930938879568, 35.4895120530622, 35.4653579534396, 35.4466550374746, 35.4497831725918, 35.4400103405525, 35.4235121527018, 35.4008838374527, 35.3820511005648, 35.3833024789414, 35.3626196643933, 35.351771017867, 35.3521528136377, 35.3659392154362, 35.3802288934777, 35.4263704405776, 35.4442840183938, 35.452798374903, 35.4533440268504, 35.408698010565, 35.4005462823317, 35.641088237657, 35.7603104684432, 35.7558835024493, 35.7645580888526, 35.763916185, 
35.759708453701)))"
Meigs,Tennessee,47121,"list(list(c(-84.9337177768848, -84.9563782624425, -84.9679300451959, -84.9922613664374, -85.0334997130088, -85.0185992653423, -84.9842122620062, -84.9791999621708, -84.9707081922227, -84.9552425624859, -84.9387928114121, -84.9058936200886, -84.8966772152368, -84.8596351512717, -84.8531957019539, -84.8786864494019, -84.8708430588114, -84.8585973609497, -84.8099732606721, -84.7954996782905, -84.798734529729, -84.7683528593099, -84.7825440060684, -84.7759745804157, -84.7633320118079, -84.7453182449795, 
-84.7394968696561, -84.7278157322162, -84.7059182165514, -84.6941532083716, -84.6982122620775, -84.6733394332118, -84.6739727375939, -84.6610479923833, -84.6473297647007, -84.6208546886994, -84.6154757198728, -84.6232961094698, -84.6148728762659, -84.6130340400822, -84.6583089574063, -84.7373766339302, -84.7677885579083, -84.8118878343615, -84.8527670753316, -84.8700102570734, -84.8888706055143, -84.9337177768848, 35.2960352072519, 35.3228140103364, 35.365973147082, 35.384168953305, 35.3839204493278, 
35.4165246684508, 35.4152127829562, 35.4618204628028, 35.4714945045389, 35.4463635879488, 35.4380057832466, 35.4494538543131, 35.4804481593026, 35.4944483563718, 35.507372531738, 35.5347236140461, 35.5521376973141, 35.5580200977959, 35.5479230760778, 35.5532523130265, 35.5833692648041, 35.6076043341404, 35.6345206769496, 35.6765128759029, 35.6973641571873, 35.695277697695, 35.6795993605724, 35.6850354174504, 35.7445753540934, 35.7422828181322, 35.7229117336666, 35.7214509115586, 35.71147930742, 35.7095873202918, 
35.7290194817199, 35.7261167459783, 35.7127195479281, 35.6703306336408, 35.6690756807855, 35.653549854755, 35.5922511709732, 35.5141255509065, 35.4708133850284, 35.4339479728378, 35.3564945101827, 35.3608049688919, 35.3288264389572, 35.2960352072519)))"
